out	Kingdom	Phylum	Class	Order	Family	Genus	Species
33ce6e5825bafe1353f825f13ac9d181	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
aae4a3e0d5560023a4fb9a1b683b03cd	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__Gemmatimonas	
872aa4e566eeb820a4146e6ec291da3f	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales	 f__Propionibacteriaceae		
1ba753f29262ac23c0b49e07b2e470bb	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__TRA3-20	 g__TRA3-20	
afb3e89e56481975768ca6bbc633f087	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
752733fee5e0c0a6cefc18feab2797cb	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__PeM15	 f__PeM15	 g__PeM15	
6aa23b627bd8a7a7efc92f35f495c10f	d__Bacteria						
a223a9c9d97ad36876af014f99230af9	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae		
0916a170d4c0b1e47fbeff17a12d8d72	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhodospirillales	 f__Rhodospirillaceae	 g__uncultured	
4505a2827c30272bc9397bed8d0103c0	d__Bacteria	 p__Elusimicrobiota	 c__Elusimicrobia	 o__Lineage_IV	 f__Lineage_IV	 g__Lineage_IV	
84a8f8ca2cb4dfe3ac2fee066888ffc5	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae		
efbc794f291b9188847cbff8b44d6836	d__Bacteria	 p__Firmicutes	 c__Bacilli				
b3de19f509a3e97dc3a55fac9558ce55	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae		
88c9509fa7f3202e2fc98d57d796a4af	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Gaiellales	 f__uncultured	 g__uncultured	
9d9fbf83ddeaa9dfed2443134c777a0b	d__Bacteria	 p__Chloroflexi					
67a6e36d45bd07ea2ecdc300d8ad3ab9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales			
1e7562b8ab91de5592414f2a1e283983	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
988cfa7eeb1cd71ee74bb708ffea1ff9	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
c189011027c8a5a0bb5eddd4fcfd0043	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Beijerinckiaceae		
45ba8d34abd9e97f7d5a8f2935a2f2f5	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
b00413e4296ed3a7391e52df47bbc182	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
5142bd35112d0a5ed1e74f05218e5bf7	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae	 g__Pedobacter	 s__Nubsella_sp.
431347cd59602ac05b3154eb090daa92	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Diplorickettsiales	 f__Diplorickettsiaceae		
57d2f814a008b4c7f244174c7fdb78ba	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Hyphomicrobiaceae		
e4e00f0ec512b81fb0eb0306a24337a3	d__Bacteria	 p__Firmicutes					
7259a512322853f23a1bca12d463f3f2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
d0175539d58149ca57e7ee6fefaa0594	d__Bacteria						
d0c77f9dfac05b7d74126ed3e4ac3b56	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
0713773f8eb4679a38bec012b7c7b167	d__Bacteria						
c85b9aae509a9ddf017d5a9d8f55bc55	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Acidobacteriales			
86284da4a2cadfb429ccae1e8db23df5	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__BIrii41	 g__BIrii41	
fae5c9c09f36e6d242742f7717c4b896	d__Bacteria	 p__Firmicutes					
fdb7c537ff8eb0f8b53a5fe201f30798	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae	 o__Bryobacterales	 f__Bryobacteraceae	 g__Bryobacter	
340006bc0be1e1a410fb164513d6545b	d__Bacteria	 p__Chloroflexi	 c__TK10	 o__TK10	 f__TK10	 g__TK10	
07df8da2cbb418cc50ff49f74b8f0002	d__Bacteria						
1df35edfad5026ab93d000e3af322c52	d__Bacteria						
ed892e7c16a1a41a8a26f310a0ded435	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Asticcacaulis	
72c8d0705a61420efd6c86ef2be6dd3c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Azospirillales	 f__Azospirillaceae		
063ab181a4b5235b1ca8f5c0c1245c69	d__Bacteria						
b6a8e7ca9f8a55f1a446b661bf664eb2	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae		
f424ef316deb11d2d4868d0a4f99ea3a	d__Bacteria	 p__Myxococcota	 c__Polyangia				
f29f01973fd910c576bb51b11109fa9c	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
9d0b05c0d41bb592ca9e1b1f114ba6ad	d__Bacteria	 p__Firmicutes					
8a45fbec475d54aac46f0fa0d6d05b02	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__0319-6G20	 f__0319-6G20	 g__0319-6G20	
0204a94522c14ba8055295cf7a686883	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	
d44f44c45ec13ee73b823fe2235c915a	d__Bacteria						
99690211c13be013b4f6f36ab673cb63	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
8e4ce0dbce09436dbe6c8dea72b53df9	d__Bacteria						
89519ba9b5389ce5748a06e0bcd4ce83	d__Bacteria	 p__Myxococcota	 c__Myxococcia	 o__Myxococcales	 f__Myxococcaceae		
fe09b8750d584cd452f2a0007a0810f0	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae		
18500b1315f31a7e7cd04c7af1130945	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Corynebacteriales	 f__Mycobacteriaceae	 g__Mycobacterium	
b9f2ecaa8568925a3d9471a4ecf3432b	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
f40b060dd393b28f4abb455ada3e33c2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Acetobacterales	 f__Acetobacteraceae	 g__Roseomonas	
e443c954266688c00347e7c3d7e50a9f	d__Bacteria						
f537eb234026a58779d99aa87619defc	d__Bacteria						
db7fb5d810663392756e3e4f57d34477	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae	 g__Pseudarthrobacter	
3988fe7d9e8083c123fb1219cfe0df3f	d__Bacteria	 p__Firmicutes	 c__Bacilli				
88b11c354f9cf5a425426e4110e50457	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
dc8ce53f3c5475b5d4d40ccbfbf64db0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae	 g__Cupriavidus	
59a21e27692ab815bf611e8ea8c02875	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae		
80c73ae019a7136579f0802778ae29b0	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
93bd4be3791d2e763bf66b60ec26545e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
f0371440e6bfd463379fbff922b6aad6	d__Bacteria						
056e81e392b632665ec738339c3b6a64	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
33d075db853097ac2b1343728a177791	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
99f1784a139637d90a42274954f57fb8	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia	 o__IMCC26256	 f__IMCC26256	 g__IMCC26256	
9e799bd5442b2424ff88635de1d64ad3	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae	 g__Bacillus	
f9462d7fbd0d6f014b899112c358d7ab	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Streptomycetales	 f__Streptomycetaceae	 g__Streptomyces	
81b3f33e043a8e2bda840ae5244646f4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
b4bb9f26ee90a5d2d1a7153c418d90f9	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Methyloligellaceae	 g__uncultured	
85419d47d40ebcc1ca2208568ddc22f8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
0ec85c2e5185dba6bae2c145c9d58dd6	d__Bacteria						
cb858682d3538cd250e8ca40b9632481	d__Bacteria						
95fde4aa4d0938643118bd3057bd0a37	d__Bacteria	 p__Chloroflexi					
1ac025ce43eca17db53260a92b90557f	d__Bacteria						
04c4a121a5cda64f33b553363bb2823d	d__Bacteria	 p__Chloroflexi	 c__OLB14	 o__OLB14	 f__OLB14	 g__OLB14	 s__uncultured_bacterium
2f04ba0a2e8ebdeda74a88ae118b7fa3	d__Bacteria						
e1b826c19a6228db60eb0dc5e57f3535	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae		
0c3941ebe0b7f01311013bd52cf3e4e7	d__Bacteria						
cf02ed04c8c5380ae4eb5e39431ef4a4	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Kiloniellales	 f__Fodinicurvataceae	 g__uncultured	
35e77ac76079457799e11b64ac9c2279	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae		
0f881d8f18fab10beec83aedeb8a3165	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae		
fc02013a3eafccd56eff452b67acb33c	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
66d5e69247fc8a340fd7a5924bbb89ac	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
2f6ccc38105c28c794a8d26334993fa3	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Microbacteriaceae		
bb13929cd9617dc74e0588f5bfead823	d__Bacteria	 p__Firmicutes	 c__Bacilli				
f5f4eec730df44f00bd17fc0edde6e19	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
bafd915d2f5fbdeea082d09eb124b67d	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Frankiales	 f__Frankiaceae	 g__Jatrophihabitans	
3f8a50c9612b2aeb044379773b0fc1a3	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Streptomycetales	 f__Streptomycetaceae	 g__Streptomyces	
9803de9fac6b96a4d3ee156ea6361a85	d__Bacteria	 p__Proteobacteria					
1680825ea744360a78d45876be779f35	d__Bacteria	 p__Proteobacteria					
2cb1ffae5ca9473ff88c686c52c3a3c6	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__PeM15	 f__PeM15	 g__PeM15	
c0d8ddfada6876e0d4977d92768f566d	d__Bacteria	 p__Proteobacteria					
b2aa37d267e3352c7c58685158ea60e3	d__Bacteria						
44b8e6bd8c3bbbf52921f5c131f23aae	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
9c210b99eae57ca53349a7c9bc3ca5d8	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Edaphobaculum	
4b387d8e7aea1c2a0ffdec59a78f5c4c	d__Bacteria	 p__Deferribacterota	 c__Deferribacteres	 o__Deferribacterales	 f__Deferribacteraceae	 g__Calditerrivibrio	 s__metagenome
f93f9ebd8ad09ef8bf6b152aa0ff72d9	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Microscillaceae	 g__uncultured	 s__uncultured_Cytophagales
028bb6cb33d1b71c76c97b2a34605d81	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae	 g__Arenimonas	
d3451defad205128368acd5390b98b8c	d__Bacteria						
1a17aef047c24fac70d298e584f34467	d__Bacteria	 p__Actinobacteriota	 c__Thermoleophilia	 o__Gaiellales			
2e8a7a0d2d9e0b3fb1680b8a0dc9d3fd	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
5cefec506661dd05610c1fc9c9f5117b	d__Bacteria						
42deac25cacd6fb63cb10159f6c0d933	d__Bacteria						
613e766e20f41bf281ae24d1b90a9353	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae	 g__Pandoraea	
d4cf330173d18f9852b15bad213ea1a8	d__Bacteria						
51da678dca7cfd8fca6fe3c63913f224	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae		
1b8367c3b78f7f793a400d4cd5504b2a	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales	 f__Halomonadaceae	 g__Halomonas	
48dce4df41ff2c7e384d31b7e7754a95	d__Bacteria	 p__Firmicutes	 c__Bacilli				
05f5f641f9f95aa9f48dd6e4ac586b2c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Hydrotalea	
fe36639e7fa6a5d06798a3036ef8048d	d__Bacteria						
3a2121549f3b0184e98a313d94b77484	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae	 g__Flavobacterium	
7bc6c4d52e5c5aefcae9288ae119dadb	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
ac8abce8f2c7b64d060645f540febb04	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Altererythrobacter	
7abc2c06678e1b8d8388a8ad8c663ae2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Oceanospirillales			
3752e15e029aae2c4498a8ffdf25f656	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__NS11-12_marine_group	 g__NS11-12_marine_group	 s__uncultured_sludge
10f553bcc150f0207277c399620fddec	d__Bacteria						
d79986cbe1183cf46b738d774da2b437	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae		
809f7a65e43e7627087b5dc22040f105	d__Bacteria	 p__Firmicutes					
ae55c5b0097d58030ac9f7156d552b1b	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria				
7d4290009a68722ae983d107a827d50d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
aa95f0a0458c212ff0c4876eb7337456	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae	 g__Terrimonas	
4c26978058c503c8766a640c56e5c1f8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
67a03bf16ec2b81c8dce45511afb384d	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Flavobacteriales	 f__Flavobacteriaceae		
cab8f6039ea268c3ee405ef1895d8092	d__Bacteria	 p__Bdellovibrionota	 c__Oligoflexia	 o__Oligoflexales	 f__Oligoflexales	 g__Oligoflexus	
f882e996a1be7bbebc1a3932f5a34d93	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae		
b0dc68a1b2ea79e914e42c59974f203f	d__Bacteria	 p__Myxococcota	 c__Polyangia	 o__Polyangiales	 f__Polyangiaceae		
6051a636d5b66a874d140f32d805f2e6	d__Bacteria	 p__Firmicutes					
74f5f854ba409b26691b692a6b429699	d__Bacteria	 p__Chloroflexi	 c__Dehalococcoidia	 o__S085	 f__S085	 g__S085	
fb9580c64a5d9e59f4ad293af80cfe18	d__Bacteria						
57fe197e9ceae0fd8422180f5aaf34d2	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
0e73b7406bee3668e85b496527e63e28	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Propionibacteriales			
336f2948f8b133a908bf3bb738c1e547	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
e49e9003312d038bc3b78c524ae810a7	d__Bacteria	 p__Firmicutes	 c__Bacilli				
d31a605dbf297d3a2cdf4268f3533d09	d__Bacteria	 p__Proteobacteria					
028e1d3026e8a5ff103f40e03cc15343	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Frankiales	 f__Sporichthyaceae	 g__Sporichthya	 s__uncultured_bacterium
5b0dbf0ccc5ecea6f1711b72e8fd0551	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria				
6299ef762a70e7ada8e0e39c2e0688f2	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae	 g__Sphingobium	
4f6838f5583346b6d391764dab0f2bc4	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Sphingobacteriales	 f__Sphingobacteriaceae		
86650942f50ec8d56ec35fd760673808	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae		
87e1907e432242d20dabce33f11dd3b5	d__Bacteria						
6d26b51c876ccbfcc0d0349ee5cd191a	d__Bacteria						
1273c86cd624ee40360244b9deeb4488	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales	 f__Bacillaceae		
d160b6f90a911c28ae965bf200016f00	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
1c3dc54c77c6ad0fa84c2ea27d2cd0e2	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae	 g__Pseudarthrobacter	
c0d6298cf4562ef5dcb0330ae3889fc1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae	 g__Ochrobactrum	
991a84a84fd13ffaa21becc6043d9701	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
eb49464dd4f466e030571856157c8383	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Ferrovibrionales	 f__Ferrovibrionaceae	 g__Ferrovibrio	
cbb103e3319d07f4445f59efae430778	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	
c6743fe159b88dd311a5911190431183	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
f3324800e393c58d98f5cab2bc7937e1	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Cavicella	 s__Moraxellaceae_bacterium
4ec2773477c1b4c64c0a50a4d07d6d9d	d__Bacteria						
55b9c6a6bf5234c5e0a3503c2e01fa92	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Frankiales	 f__Geodermatophilaceae	 g__Blastococcus	
9cd4270f93d7b838e7bde48a009de970	d__Bacteria	 p__Patescibacteria	 c__Saccharimonadia	 o__Saccharimonadales	 f__Saccharimonadales	 g__Saccharimonadales	
15e42e32bf4da356adc0582a5a834d5e	d__Bacteria						
3ab8e21761c937b755f30bf43607dcb8	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales			
83a33df1f94f925a3a5bd4e14dae4383	d__Bacteria	 p__Firmicutes					
d9c76df12ca960afc16e0c9322d6ebd2	d__Bacteria	 p__Actinobacteriota	 c__Acidimicrobiia				
e9c47c968aced5870527a2cd5a138e67	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micromonosporales	 f__Micromonosporaceae		
5a9e2b704dbd38ce5ba69f7c0eecd65d	d__Bacteria						
d31b94d788eafaee1bb9914c550e747c	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Microscillaceae		
947acb32617d526c95e9030deef87be7	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Caulobacterales	 f__Caulobacteraceae	 g__Brevundimonas	
0f03515020509ce0348bea5d4f6de0f1	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Tistrellales	 f__Geminicoccaceae		
705ec76692a9ad7fa86a5d33e3afec3d	d__Bacteria	 p__Acidobacteriota	 c__Acidobacteriae				
40a77d34e62d140a2fe4b2eb2b1e3680	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
e6bcffa35ae0bcd96d7dcd056f90fa97	d__Bacteria	 p__Chloroflexi					
5039e02557bd39aa1f37218033ce7886	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacterales			
1fa27213ce6f6e93e9bec2348fe591be	d__Bacteria	 p__Chloroflexi	 c__OLB14	 o__OLB14	 f__OLB14	 g__OLB14	
8eb83b715391c577c51cf483f4bdfe37	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Streptomycetales	 f__Streptomycetaceae	 g__Streptomyces	
43b3c267b0e45b560723dceef7e3f886	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
47a6e857c87c76e4223edfe5b13a0bf7	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
3cd43ebd5f7d3e8b138687dc9dcb783d	d__Bacteria						
872d86d8ce8c32500bd1541c77709a5f	d__Bacteria						
993119df9ce148b031d68d8f71fdbacd	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
33fda468e969ea7a8d68aa9b19d2bc1e	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
94387849e70a0394a5812df241a512e9	d__Bacteria	 p__Gemmatimonadota	 c__Gemmatimonadetes	 o__Gemmatimonadales	 f__Gemmatimonadaceae	 g__uncultured	
093591b5741d28da2d2f9cd654df1534	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
2cc3b082ed22cc848d52a7131fb049e7	d__Bacteria						
57a5009d78ed32ff7cd26a59c755078b	d__Bacteria						
e9558476ca3150c9c98d48b20ab5f6d0	d__Bacteria						
bc88c067beea02ada8a0b61e23371761	d__Bacteria	 p__Chloroflexi	 c__JG30-KF-CM66	 o__JG30-KF-CM66	 f__JG30-KF-CM66	 g__JG30-KF-CM66	 s__metagenome
4615b1b50e9759cc93011d5a2cbb721a	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Chitinophagales	 f__Chitinophagaceae		
67548954c54ba73fbceabdf086e4fb69	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Burkholderiaceae	 g__Burkholderia-Caballeronia-Paraburkholderia	
e6092d2545d4aeea0d875c5db2d4557e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
f80c7a2f175109a31343c4ecec12d6a3	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Paenibacillales	 f__Paenibacillaceae	 g__Paenibacillus	
e8b85cbe4b28ab072d7b12023a78d83e	d__Bacteria	 p__Verrucomicrobiota	 c__Verrucomicrobiae	 o__Pedosphaerales	 f__Pedosphaeraceae		
63a3223284ad9d17e3c9adb0d38bf0f4	d__Bacteria						
b597092bd32653a6ea625f468505ed2f	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
f4daf1fbd8388adfbad9189f7d9e1b21	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Salinisphaerales	 f__Solimonadaceae		
ad84f959bb855fbe28ca52936fbbf8f9	d__Bacteria	 p__Proteobacteria					
8e0302e7c3c444a53ae5ecf5afbec3b6	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Micrococcales	 f__Micrococcaceae		
2e71e7b80f1d9a9ceba875a525d837df	d__Bacteria	 p__Actinobacteriota	 c__Actinobacteria	 o__Pseudonocardiales	 f__Pseudonocardiaceae		
82217d05020bc703c6ac101fe2d22f5b	d__Bacteria	 p__Firmicutes					
8dc52152f6314c8447aa1ae5e811611d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Rhizobiales	 f__Rhizobiaceae		
db716e034a88148fe379da18609008ba	d__Bacteria	 p__Gemmatimonadota	 c__S0134_terrestrial_group	 o__S0134_terrestrial_group	 f__S0134_terrestrial_group	 g__S0134_terrestrial_group	
6e8de5142e4da8d2061009bdf9f5dfe8	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Xanthomonadaceae		
49dd53d0c2c36f3e002e1dbb7fa8a58d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Massilia	
1529d876ee808146f2103d3a43328f06	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Bacillales			
43d2c28c9d399026309486107ecc577e	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
1f1d87e47e18c41ec49577b0ee73acce	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
6aeeaa7740a90e2f0b77009434f06c6d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales			
ecfbcbecd50bd0bf470bb33522bd340d	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Reyranellales	 f__Reyranellaceae	 g__Reyranella	
b63c44c8ddb3116110c62b86946adbf4	d__Bacteria	 p__Firmicutes	 c__Bacilli	 o__Alicyclobacillales	 f__Alicyclobacillaceae		
b9a3543328141440a8005237713ab1eb	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria				
5ef211fad3396e672708bcb2142f935c	d__Bacteria	 p__Proteobacteria	 c__Alphaproteobacteria	 o__Sphingomonadales	 f__Sphingomonadaceae		
6471333efb69abd745c761b017d4cc3b	d__Bacteria						
548031c46294c8f7b838e3942340a518	d__Bacteria	 p__Bacteroidota	 c__Bacteroidia	 o__Cytophagales	 f__Cyclobacteriaceae	 g__uncultured	 s__metagenome
7949fc2688715c5df9dfd20ce086df6d	d__Bacteria	 p__Proteobacteria	 c__Gammaproteobacteria	 o__Burkholderiales	 f__Methylophilaceae	 g__Methylophilus	
